id,reviewId,creationDate,criticName,isTopCritic,originalScore,reviewState,publicatioName,reviewText,scoreSentiment,reviewUrl
addicted_2014,2227523,2014-10-10,Wilson Morales,False,2/5,rotten,BlackFilm.com,"While the leads are certainly attractive enough to bring the book to life, the film fails to live up to the melodrama and seductiveness that made the book popular.",NEGATIVE,http://www.blackfilm.com/read/2014/10/addicted-film-review/
addicted_2014,2227462,2014-10-10,Kam Williams,False,2/4,fresh,Baret News,Far be it from me to totally trash a seemingly-silly soap opera males might find laughable to the same extent it moves females to tears. Go figure!,POSITIVE,http://baretnewswire.org/zane-steamy-best-seller-adapted-moralizing-melodramatic-soap-opera/
addicted_2014,2227292,2014-10-09,Brian Orndorf,False,D+,rotten,Blu-ray.com,"If one squints hard enough, all the nudity and grinding might retain appeal, but for those who can't switch their brain off, the picture is maddeningly inconsistent and comically performed.",NEGATIVE,http://www.blu-ray.com/Addicted/272809/#Preview
maine-pyaar-kyun-kiya,2431705,2017-10-30,Raam Tarat,False,1.5/5,rotten,Future Movies UK,"The film is fun, bright, mindless, yet bubbly and to be appreciated in that vain, if at all. Recommendation: Watch anything else.",NEGATIVE,https://www.futuremovies.co.uk/reviews/maine-pyaar-kyun-kiya/raam-tarat
the_frozen_dead,2847742,2021-12-19,Dennis Schwartz,False,B-,fresh,Dennis Schwartz Movie Reviews,Watchable as an outrageous film.,POSITIVE,https://dennisschwartzreviews.com/frozen-dead-the/
klute,2801513,2021-06-27,Andrea Thompson,False,,fresh,The Spool,That it succeeds is mostly due to Fonda. Calling her performance powerhouse would be a grand understatement.,POSITIVE,https://thespool.net/features/klute-anniversary/
klute,2750523,2020-12-11,Piers Marchant,False,,fresh,Arkansas Democrat-Gazette,"The film is meticulously made, offering a swirl of tension -- aided in this by Michael Small's haunting score -- and Fonda is indeed fantastic, even if the role she's playing happens to be a Hollywood staple of outdated moors.",POSITIVE,https://www.arkansasonline.com/news/2020/dec/11/klute
klute,2712628,2020-08-11,Nicholas Bell,False,3.5/5,fresh,IONCINEMA.com,"Like other of Pakula's greatest films featuring phenomenal female leads, this is really a Jane Fonda picture you're watching, and it's impossible to forget it",POSITIVE,https://www.ioncinema.com/news/disc-reviews/alan-j-pakula-klute-1971-blu-ray-review
klute,2689419,2020-05-12,Felix Vasquez Jr.,False,,fresh,Cinema Crazed,"Style, grit, and a narrative that pits focus on the unforgiving landscape of New York City.",POSITIVE,http://cinema-crazed.com/blog/2020/04/29/klute-1971-criterion-collection-blu-ray/
klute,2682098,2020-04-09,Patrick McDonald,False,4.5/5,fresh,"WBGR-FM (93.7 FM - Monroe, WI)","There is a timelessness to the freaky-ness and sadness of the human condition in this film, and Fonda is nothing short of sensational in her tense portrayal of a transitioning soul. An essential watch.",POSITIVE,https://www.youtube.com/watch?v=nXAVQDHKDOI
klute,2670537,2020-02-18,Dave Kehr,True,,fresh,Chicago Reader,As close to a classic as anything New Hollywood produced.,POSITIVE,https://www.chicagoreader.com/chicago/klute/Film?oid=4744982
klute,2668656,2020-02-12,Dilys Powell,False,,fresh,Sunday Times (UK),Persuasive script by Andy and Dave Lewis; elegantly muted Technicolor; high in its class.,POSITIVE,https://archive.org/stream/NewsUK1971UKEnglish/Oct%2010%201971%2C%20Sunday%20Times%2C%20%237774%2C%20UK%20%28en%29#page/n5/mode/2up
klute,2668654,2020-02-12,David Robinson,True,,fresh,Financial Times,"What lifts it above its B-picture origins (and the pastiche is certainly conscious) is the style -- crisp, elliptical, only moderately arty -- of Alan J. Pakula's direction.",POSITIVE,https://archive.org/stream/FinancialTimes1971UKEnglish/Oct%2008%201971%2C%20Financial%20Times%2C%20%2325573%2C%20UK%20%28en%29#page/n1/mode/2up
klute,2668652,2020-02-12,Derek Malcolm,True,,fresh,Guardian,This is done with remarkably little dialogue but with a tremendous sense of tension and atmosphere.,POSITIVE,https://archive.org/stream/TheGuardian1971UKEnglish/Oct%2007%201971%2C%20The%20Guardian%2C%20%236%2C%20UK%20%28en%29#page/n9/mode/2up
klute,2658654,2020-01-09,Nathanael Hood,False,7/10,fresh,The Retro Set,But Klute feels vibrantly alive in a way that betrays its subdued chilliness.,POSITIVE,http://theretroset.com/reviews/new-year-new-blu-ray-round-up/
klute,2629700,2019-09-26,James Kendrick,False,3/4,fresh,Q Network Film Desk,"While the plot mechanics work along the well-worn gears of any number of mystery-thrillers, the film catches and holds us because Bree is such a fascinating, enigmatic character.",POSITIVE,http://www.qnetwork.com/review/4157
klute,2618983,2019-08-26,Kathy Fennessy,False,,fresh,Seattle Film Blog,"Klute is a cool film about a cool customer, but it's all a façade... [I]t's more of a character study in thriller garb, and Bree's cool affect is mostly a well-honed act.",POSITIVE,http://siffblog2.blogspot.com/2019/08/the-loneliness-of-late-night-call-girl.html
klute,2609427,2019-07-27,Matt Brunson,False,3.5/4,fresh,Film Frenzy,There was no shortage of superb performances by lead actresses in the 1970s -- Diane Keaton in Annie Hall and Sally Field in Norma Rae are two that immediately come to mind -- but Jane Fonda's turn in Klute was not only great but also groundbreaking.,POSITIVE,https://thefilmfrenzy.com/2019/07/26/view-from-the-couch-alita-battle-angel-do-the-right-thing-weird-science-etc/
klute,2296100,2015-11-24,Melissa Anderson,True,,fresh,Village Voice,A movie resolutely of its moment that still surges with third-rail electricity ...,POSITIVE,http://www.villagevoice.com/film/jane-fonda-faced-down-the-seventies-and-a-killer-in-pakula-s-masterful-klute-7948786
klute,1951113,2011-01-03,Emanuel Levy,False,A-,fresh,EmanuelLevy.Com,"Playing a complex, sharpy written part, Jane Fonda won the Best Actress Oscar for her strongest dramatic performance in Alan Pakula's well mounted drmataic thriller",POSITIVE,http://emanuellevy.com/reviews/details.cfm?id=16930
klute,1916074,2010-07-07,Variety Staff,True,,rotten,Variety,"Produced handsomely in New York, but directed tediously by Alan J. Pakula, the film is a suspenser without much suspense.",NEGATIVE,https://variety.com/1970/film/reviews/klute-1200422474/
klute,1844744,2009-09-15,Tim Brayton,False,9/10,fresh,Antagony & Ecstasy,One of the most important and influential movies of the early 1970s.,POSITIVE,http://antagonie.blogspot.com/2009/09/alan-j-pakula-klute-1971.html
klute,1841389,2009-08-30,Jay Cocks,True,,fresh,TIME Magazine,"[Fonda] makes all the right choices, from the mechanics of her walk and her voice inflection to the penetration of the girl's raging psyche. It is a rare performance.",POSITIVE,"http://content.time.com/time/subscriber/article/0,33009,903016,00.html"
klute,1841388,2009-08-30,TV Guide Staff,False,4/5,fresh,TV Guide,"Sutherland is either an excellent sounding board for this nuanced portrait or he's a big zero, probably both. Fonda, however, transcends her limitations, making the most of her often forced quality as an actress.",POSITIVE,https://www.tvguide.com/movies/klute/review/103349/
klute,1841387,2009-08-30,Film4 Staff,False,,fresh,Film4,"Fonda is simply a revelation, beautiful, sassy and streetwise, and yet hauntingly vulnerable. She deserved her Oscar in a role she has never bettered.",POSITIVE,http://web.archive.org/web/20041209113550/http://www.channel4.com/film/reviews/film.jsp?id=105058
klute,1480937,2006-02-09,Paul Taylor,True,,fresh,Time Out,"For once, a genuinely psychological thriller.",POSITIVE,http://www.timeout.com/film/reviews/78808/klute.html
klute,1420577,2005-07-29,Jake Euker,False,4/5,fresh,"F5 (Wichita, KS)",,POSITIVE,
klute,1381803,2005-04-22,Michael A. Smith,False,4/5,fresh,Nolan's Pop Culture Review,Fonda won an Oscar. Roy Scheider is her nasty pimp!,POSITIVE,
klute,1372685,2005-03-26,Jonathan R. Perry,False,5/5,fresh,Tyler Morning Telegraph (Texas),,POSITIVE,
klute,1331678,2004-10-23,Roger Ebert,True,3.5/4,fresh,Chicago Sun-Times,"With Fonda and Sutherland, you have actors who understand and sympathize with their characters, and you have a vehicle worthy of that sort of intelligence. So the fact that the thriller stuff doesn't always work isn't so important.",POSITIVE,https://www.rogerebert.com/reviews/klute-1971
klute,1327975,2004-10-15,Steve Crum,False,4/5,fresh,Kansas City Kansan,Fonda and Sutherland sizzle. A great story too.,POSITIVE,
klute,1322368,2004-09-23,Nell Minow,True,5/5,fresh,Movie Mom,,POSITIVE,
klute,1292764,2004-06-29,Jeffrey Westhoff,False,4/5,fresh,"Northwest Herald (Crystal Lake, IL)",,POSITIVE,
klute,1288546,2004-06-12,Rich Cline,False,5/5,fresh,Shadows on the Wall,A knock-out,POSITIVE,
klute,1220761,2003-11-20,Tony Mastroianni,False,,rotten,Cleveland Press,"The whole movie is self-consciously artsy with long periods of silence, carefully composed camera setups that I guess are supposed to suggest remoteness and alienation.",NEGATIVE,http://www.clevelandmemory.org/mastroianni/tm140.shtml
klute,1144952,2003-05-21,Roger Greenspun,True,,rotten,New York Times,"Pakula, when he is not indulging in subjective camera, strives to give his film the look of structural geometry, but despite the sharp edges and dramatic spaces and cinema presence out of Citizen Kane, it all suggests a tepid, rather tasteless mush.",NEGATIVE,https://www.nytimes.com/1971/06/24/archives/-klute-a-thriller-with-jane-fonda-and-donald-sutherland.html
klute,850799,2003-03-10,Marjorie Baumgarten,True,,fresh,Austin Chronicle,Fonda and Sutherland are at the top of their game in this mystery/thriller that also provides a fasinating look into the mind and soul of a top NYC callgirl.,POSITIVE,http://www.austinchronicle.com/gbase/Calendar/Film?Film=oid%3a141190
klute,845205,2003-02-21,Brian J. Arthurs,False,4/5,fresh,Beach Reporter (Southern California),,POSITIVE,
klute,802206,2002-10-23,Bob Bloom,False,4/5,fresh,"Journal and Courier (Lafayette, IN)",A gripping suspense thriller; Fonda tough and vulnerable deserved her Oscar here.,POSITIVE,
klute,760830,2002-08-29,John J. Puccio,False,3/5,fresh,Movie Metropolis,,POSITIVE,
klute,750858,2002-08-04,James Sanford,False,5/5,fresh,Kalamazoo Gazette,Fonda's riveting performance is impossible to shake,POSITIVE,
klute,747584,2002-07-30,Philip Martin,False,4/5,fresh,Arkansas Democrat-Gazette,,POSITIVE,
klute,724600,2002-06-09,Jeremy Heilman,False,3.5/4,fresh,MovieMartyr.com,"Thanks to its complexities of character and morality, Klute creates a proposition for the audience in which there's no such thing as simple pleasure, even if we're paying.",POSITIVE,http://www.moviemartyr.com/1971/klute.htm
klute,293019,2002-03-05,Pete Croatto,False,3/5,fresh,Filmcritic.com,"Worth a look for Fonda, who finally became an actress with this role.",POSITIVE,http://www.contactmusic.net/film/review/klute
klute,285123,2002-02-07,Frederic and Mary Ann Brussat,False,,fresh,Spirituality & Practice,"An exciting murder-mystery story that serves as a fascinating study of the complex inner life of an attractive call girl, played by Jane Fonda.",POSITIVE,http://www.spiritualityandpractice.com/films/films.php?id=3895
klute,263463,2001-11-06,Michael Atkinson,False,,fresh,Movieline,"Even today it remains difficult to over-praise the depth and reality Fonda brought to her character, or to overstate how completely she set the pace for actresses in the '70s.",POSITIVE,http://movieline.standard8media.com/reviews/FondaJ_Klute.shtml
klute,214683,2001-04-17,David Wood,True,5/5,fresh,BBC.com,Informed in part by the conventions of film noir...Klute manages to distil them all into something highly original and distinctly unsettling.,POSITIVE,http://www.bbc.co.uk/films/2001/03/19/klute_1971_review.shtml
klute,10688,2000-01-01,Dennis Schwartz,False,C+,fresh,Dennis Schwartz Movie Reviews,"Klute was fresh when it came out in the 1970s, but time has taken away much of its boldness.",POSITIVE,https://dennisschwartzreviews.com/klute/
thunder_bay,2604853,2019-07-12,Jeffrey M. Anderson,False,3/4,fresh,Combustible Celluloid,"Mann stages some thrilling sequences, notably a pounding storm, and while Thunder Bay is no masterpiece, it's still worth a look.",POSITIVE,http://www.combustiblecelluloid.com/classic/thunder_bay.shtml
thunder_bay,2599844,2019-06-24,Bob Thomas,True,,fresh,Associated Press,Thunder Bay combines all the elements for an engrossing movie.,POSITIVE,https://cdnc.ucr.edu/?a=d&d=SBS19530524.1.5&srpos=2&e=------195-en--20--1--txt-txIN-%22capsule+review%22----1953---1
thunder_bay,1643030,2007-06-27,Dan Jardine,False,63/100,rotten,Apollo Guide,"Sets up fascinating tensions between people and ways of looking at the world, but ultimately backs away from any kind of meaningful examination of them.",NEGATIVE,
thunder_bay,1470972,2006-01-12,Dennis Schwartz,False,B-,fresh,Dennis Schwartz Movie Reviews,There's not many directors other than Anthony Mann who could have made the rival wildcatters and shrimpers become so lovey-dovey.,POSITIVE,https://dennisschwartzreviews.com/thunderbay/
problem_with_fear,1291059,2004-06-21,Oz,False,3/5,fresh,eFilmCritic.com,,POSITIVE,http://efilmcritic.com/review.php?movie=8981&reviewer=1
problem_with_fear,1215408,2003-11-06,Jon Popick,False,,rotten,Planet S Magazine,Stinks up the joint.,NEGATIVE,http://www.sick-boy.com/toronto2003.htm#Problem with Fear
problem_with_fear,1214027,2003-11-04,Jay Stone,False,2/4,rotten,National Post,,NEGATIVE,
problem_with_fear,1214026,2003-11-04,David Nusair,False,2/4,rotten,Reel Film Reviews,"The whole film has an air of smugness about it, as if Burns has created this 92-minute joke which either you get or you don't.",NEGATIVE,http://www.reelfilm.com/tiff0301.htm#fear
problem_with_fear,1213937,2003-11-04,Peter Howell,True,2/5,rotten,Toronto Star,"Uncertain as to whether it's a horror story, a cautionary tale or simply another absurdist look at life and love in the big city, A Problem With Fear gets its own case of the cold sweats.",NEGATIVE,http://WWW.TheStar.COM/NASApp/cs/ContentServer?&amp;pagename=thestar/Layout/Article_Type1&c=Article&cid=1067598762602&call_pageid=1022183557980&col=1022183560753
problem_with_fear,1213936,2003-11-04,Liam Lacey,True,2/4,rotten,Globe and Mail,"A Problem With Fear is aggressively busy, jumping between sterile office buildings, airless shopping malls and hurtling subways, cut with television and computer game images. None of it though, amounts to much beyond a sense of visual irritation.",NEGATIVE,
thats-my-boy-sailor-beware,2823410,2021-09-15,Manny Farber,False,,rotten,The Nation,A puerile TV-style pigskin parody.,NEGATIVE,https://archive.org/details/nation173julnewy/page/n225/mode/2up
